studentId,subjectCode,date,status
23891A0502,CSE201PC,2024-05-08,present
23891A0502,CSE201PC,2024-05-09,present
23891A0502,CSE201PC,2024-05-10,present
23891A0502,CSE201PC,2024-05-13,present
23891A0502,CSE201PC,2024-05-14,present
23891A0502,CSE201PC,2024-05-15,present
23891A0502,CSE301PC,2024-05-01,present
23891A0502,CSE301PC,2024-05-02,present
23891A0502,CSE301PC,2024-05-03,present
23891A0502,CSE301PC,2024-05-06,present
23891A0502,CSE301PC,2024-05-07,present
23891A0502,CSE301PC,2024-05-08,present
23891A0502,CSE301PC,2024-05-09,present
23891A0502,CSE301PC,2024-05-10,present
23891A0502,CSE301PC,2024-05-13,present
23891A0502,CSE301PC,2024-05-14,present
23891A0502,CSE301PC,2024-05-15,present
23891A0502,CSE401PC,2024-05-01,present
23891A0502,CSE401PC,2024-05-02,present
23891A0502,CSE401PC,2024-05-03,present
23891A0502,CSE401PC,2024-05-06,present
23891A0502,CSE401PC,2024-05-07,present
23891A0502,CSE401PC,2024-05-08,present
23891A0502,CSE401PC,2024-05-09,present
23891A0502,CSE401PC,2024-05-10,present
23891A0502,CSE401PC,2024-05-13,present
23891A0502,CSE401PC,2024-05-14,present
23891A0502,CSE401PC,2024-05-15,absent
23891A0503,CSE101PC,2024-05-01,present
23891A0503,CSE101PC,2024-05-02,present
23891A0503,CSE101PC,2024-05-03,absent
23891A0503,CSE101PC,2024-05-06,absent
23891A0503,CSE101PC,2024-05-07,present
23891A0503,CSE101PC,2024-05-08,present
23891A0503,CSE101PC,2024-05-09,present
23891A0503,CSE101PC,2024-05-10,present
23891A0503,CSE101PC,2024-05-13,present
23891A0503,CSE101PC,2024-05-14,present
23891A0503,CSE101PC,2024-05-15,present
23891A0503,CSE201PC,2024-05-01,present
23891A0503,CSE201PC,2024-05-02,present
23891A0503,CSE201PC,2024-05-03,present
23891A0503,CSE201PC,2024-05-06,present
23891A0503,CSE201PC,2024-05-07,absent
23891A0503,CSE201PC,2024-05-08,present
23891A0503,CSE201PC,2024-05-09,present
23891A0503,CSE201PC,2024-05-10,present
23891A0503,CSE201PC,2024-05-13,absent
23891A0503,CSE201PC,2024-05-14,present
23891A0503,CSE201PC,2024-05-15,absent
23891A0503,CSE301PC,2024-05-01,present
23891A0503,CSE301PC,2024-05-02,present
23891A0503,CSE301PC,2024-05-03,present
23891A0503,CSE301PC,2024-05-06,present
23891A0503,CSE301PC,2024-05-07,absent
23891A0503,CSE301PC,2024-05-08,present
23891A0503,CSE301PC,2024-05-09,present
23891A0503,CSE301PC,2024-05-10,present
23891A0503,CSE301PC,2024-05-13,present
23891A0503,CSE301PC,2024-05-14,present
23891A0503,CSE301PC,2024-05-15,present
23891A0503,CSE401PC,2024-05-01,present
23891A0503,CSE401PC,2024-05-02,present
23891A0503,CSE401PC,2024-05-03,present
23891A0503,CSE401PC,2024-05-06,present
23891A0503,CSE401PC,2024-05-07,present
23891A0503,CSE401PC,2024-05-08,present
23891A0503,CSE401PC,2024-05-09,present
23891A0503,CSE401PC,2024-05-10,present
23891A0503,CSE401PC,2024-05-13,present
23891A0503,CSE401PC,2024-05-14,present
23891A0503,CSE401PC,2024-05-15,absent
23891A0504,CSE101PC,2024-05-01,present
23891A0504,CSE101PC,2024-05-02,present
23891A0504,CSE101PC,2024-05-03,present
23891A0504,CSE101PC,2024-05-06,present
23891A0504,CSE101PC,2024-05-07,present
23891A0504,CSE101PC,2024-05-08,present
23891A0504,CSE101PC,2024-05-09,absent
23891A0504,CSE101PC,2024-05-10,present
23891A0504,CSE101PC,2024-05-13,present
23891A0504,CSE101PC,2024-05-14,present
23891A0504,CSE101PC,2024-05-15,present
23891A0504,CSE201PC,2024-05-01,present
23891A0504,CSE201PC,2024-05-02,present
23891A0504,CSE201PC,2024-05-03,present
23891A0504,CSE201PC,2024-05-06,present
23891A0504,CSE201PC,2024-05-07,present
23891A0504,CSE201PC,2024-05-08,present
23891A0504,CSE201PC,2024-05-09,present
23891A0504,CSE201PC,2024-05-10,present
23891A0504,CSE201PC,2024-05-13,present
23891A0504,CSE201PC,2024-05-14,present
23891A0504,CSE201PC,2024-05-15,present
23891A0504,CSE301PC,2024-05-01,present
23891A0504,CSE301PC,2024-05-02,present
23891A0504,CSE301PC,2024-05-03,present
23891A0504,CSE301PC,2024-05-06,present
23891A0504,CSE301PC,2024-05-07,present
23891A0504,CSE301PC,2024-05-08,present
23891A0504,CSE301PC,2024-05-09,present
23891A0504,CSE301PC,2024-05-10,present
23891A0504,CSE301PC,2024-05-13,present
23891A0504,CSE301PC,2024-05-14,present
23891A0504,CSE301PC,2024-05-15,present
23891A0504,CSE401PC,2024-05-01,present
23891A0504,CSE401PC,2024-05-02,present
23891A0504,CSE401PC,2024-05-03,present
23891A0504,CSE401PC,2024-05-06,present
23891A0504,CSE401PC,2024-05-07,present
23891A0504,CSE401PC,2024-05-08,present
23891A0504,CSE401PC,2024-05-09,absent
23891A0504,CSE401PC,2024-05-10,present
23891A0504,CSE401PC,2024-05-13,present
23891A0504,CSE401PC,2024-05-14,present
23891A0504,CSE401PC,2024-05-15,present
23891A0505,CSE101PC,2024-05-01,present
23891A0505,CSE101PC,2024-05-02,absent
23891A0505,CSE101PC,2024-05-03,present
23891A0505,CSE101PC,2024-05-06,present
23891A0505,CSE101PC,2024-05-07,present
23891A0505,CSE101PC,2024-05-08,present
23891A0505,CSE101PC,2024-05-09,present
23891A0505,CSE101PC,2024-05-10,present
23891A0505,CSE101PC,2024-05-13,present
23891A0505,CSE101PC,2024-05-14,present
23891A0505,CSE101PC,2024-05-15,present
23891A0505,CSE201PC,2024-05-01,present
23891A0505,CSE201PC,2024-05-02,present
23891A0505,CSE201PC,2024-05-03,present
23891A0505,CSE201PC,2024-05-06,present
23891A0505,CSE201PC,2024-05-07,present
23891A0505,CSE201PC,2024-05-08,present
23891A0505,CSE201PC,2024-05-09,absent
23891A0505,CSE201PC,2024-05-10,absent
23891A0505,CSE201PC,2024-05-13,present
23891A0505,CSE201PC,2024-05-14,absent
23891A0505,CSE201PC,2024-05-15,present
23891A0505,CSE301PC,2024-05-01,present
23891A0505,CSE301PC,2024-05-02,present
23891A0505,CSE301PC,2024-05-03,present
23891A0505,CSE301PC,2024-05-06,present
23891A0505,CSE301PC,2024-05-07,present
23891A0505,CSE301PC,2024-05-08,absent
23891A0505,CSE301PC,2024-05-09,present
23891A0505,CSE301PC,2024-05-10,present
23891A0505,CSE301PC,2024-05-13,absent
23891A0505,CSE301PC,2024-05-14,present
23891A0505,CSE301PC,2024-05-15,absent
23891A0505,CSE401PC,2024-05-01,present
23891A0505,CSE401PC,2024-05-02,present
23891A0505,CSE401PC,2024-05-03,present
23891A0505,CSE401PC,2024-05-06,present
23891A0505,CSE401PC,2024-05-07,present
23891A0505,CSE401PC,2024-05-08,present
23891A0505,CSE401PC,2024-05-09,present
23891A0505,CSE401PC,2024-05-10,present
23891A0505,CSE401PC,2024-05-13,present
23891A0505,CSE401PC,2024-05-14,absent
23891A0505,CSE401PC,2024-05-15,present
23891A1201,IT101PC,2024-05-01,absent
23891A1201,IT101PC,2024-05-02,absent
23891A1201,IT101PC,2024-05-03,present
23891A1201,IT101PC,2024-05-06,present
23891A1201,IT101PC,2024-05-07,absent
23891A1201,IT101PC,2024-05-08,present
23891A1201,IT101PC,2024-05-09,present
23891A1201,IT101PC,2024-05-10,present
23891A1201,IT101PC,2024-05-13,present
23891A1201,IT101PC,2024-05-14,absent
23891A1201,IT101PC,2024-05-15,present
23891A1201,IT201PC,2024-05-01,present
23891A1201,IT201PC,2024-05-02,present
23891A1201,IT201PC,2024-05-03,present
23891A1201,IT201PC,2024-05-06,present
23891A1201,IT201PC,2024-05-07,present
23891A1201,IT201PC,2024-05-08,present
23891A1201,IT201PC,2024-05-09,present
23891A1201,IT201PC,2024-05-10,present
23891A1201,IT201PC,2024-05-13,present
23891A1201,IT201PC,2024-05-14,present
23891A1201,IT201PC,2024-05-15,absent
23891A1201,IT301PC,2024-05-01,present
23891A1201,IT301PC,2024-05-02,present
23891A1201,IT301PC,2024-05-03,absent
23891A1201,IT301PC,2024-05-06,present
23891A1201,IT301PC,2024-05-07,present
23891A1201,IT301PC,2024-05-08,absent
23891A1201,IT301PC,2024-05-09,present
23891A1201,IT301PC,2024-05-10,present
23891A1201,IT301PC,2024-05-13,present
23891A1201,IT301PC,2024-05-14,present
23891A1201,IT301PC,2024-05-15,present
23891A1201,IT401PC,2024-05-01,present
23891A1201,IT401PC,2024-05-02,present
23891A1201,IT401PC,2024-05-03,present
23891A1201,IT401PC,2024-05-06,present
23891A1201,IT401PC,2024-05-07,present
23891A1201,IT401PC,2024-05-08,absent
23891A1201,IT401PC,2024-05-09,present
23891A1201,IT401PC,2024-05-10,absent
23891A1201,IT401PC,2024-05-13,absent
23891A1201,IT401PC,2024-05-14,absent
23891A1201,IT401PC,2024-05-15,present
23891A1202,IT101PC,2024-05-01,present
23891A1202,IT101PC,2024-05-02,present
23891A1202,IT101PC,2024-05-03,present
23891A1202,IT101PC,2024-05-06,present
23891A1202,IT101PC,2024-05-07,present
23891A1202,IT101PC,2024-05-08,absent
23891A1202,IT101PC,2024-05-09,present
23891A1202,IT101PC,2024-05-10,present
23891A1202,IT101PC,2024-05-13,present
23891A1202,IT101PC,2024-05-14,present
23891A1202,IT101PC,2024-05-15,present
23891A1202,IT201PC,2024-05-01,present
23891A1202,IT201PC,2024-05-02,present
23891A1202,IT201PC,2024-05-03,absent
23891A1202,IT201PC,2024-05-06,present
23891A1202,IT201PC,2024-05-07,present
23891A1202,IT201PC,2024-05-08,present
23891A1202,IT201PC,2024-05-09,absent
23891A1202,IT201PC,2024-05-10,present
23891A1202,IT201PC,2024-05-13,present
23891A1202,IT201PC,2024-05-14,present
23891A1202,IT201PC,2024-05-15,present
23891A1202,IT301PC,2024-05-01,present
23891A1202,IT301PC,2024-05-02,present
23891A1202,IT301PC,2024-05-03,present
23891A1202,IT301PC,2024-05-06,absent
23891A1202,IT301PC,2024-05-07,present
23891A1202,IT301PC,2024-05-08,present
23891A1202,IT301PC,2024-05-09,present
23891A1202,IT301PC,2024-05-10,present
23891A1202,IT301PC,2024-05-13,present
23891A1202,IT301PC,2024-05-14,present
23891A1202,IT301PC,2024-05-15,present
23891A1202,IT401PC,2024-05-01,absent
23891A1202,IT401PC,2024-05-02,present
23891A1202,IT401PC,2024-05-03,present
23891A1202,IT401PC,2024-05-06,present
23891A1202,IT401PC,2024-05-07,absent
23891A1202,IT401PC,2024-05-08,present
23891A1202,IT401PC,2024-05-09,present
23891A1202,IT401PC,2024-05-10,present
23891A1202,IT401PC,2024-05-13,absent
23891A1202,IT401PC,2024-05-14,present
23891A1202,IT401PC,2024-05-15,present
23891A1203,IT101PC,2024-05-01,absent
23891A1203,IT101PC,2024-05-02,present
23891A1203,IT101PC,2024-05-03,present
23891A1203,IT101PC,2024-05-06,present
23891A1203,IT101PC,2024-05-07,present
23891A1203,IT101PC,2024-05-08,present
23891A1203,IT101PC,2024-05-09,present
23891A1203,IT101PC,2024-05-10,absent
23891A1203,IT101PC,2024-05-13,absent
23891A1203,IT101PC,2024-05-14,present
23891A1203,IT101PC,2024-05-15,present
23891A1203,IT201PC,2024-05-01,absent
23891A1203,IT201PC,2024-05-02,absent
23891A1203,IT201PC,2024-05-03,present
23891A1203,IT201PC,2024-05-06,present
23891A1203,IT201PC,2024-05-07,present
23891A1203,IT201PC,2024-05-08,present
23891A1203,IT201PC,2024-05-09,present
23891A1203,IT201PC,2024-05-10,present
23891A1203,IT201PC,2024-05-13,present
23891A1203,IT201PC,2024-05-14,present
23891A1203,IT201PC,2024-05-15,present
23891A1203,IT301PC,2024-05-01,present
23891A1203,IT301PC,2024-05-02,present
23891A1203,IT301PC,2024-05-03,present
23891A1203,IT301PC,2024-05-06,absent
23891A1203,IT301PC,2024-05-07,absent
23891A1203,IT301PC,2024-05-08,present
23891A1203,IT301PC,2024-05-09,present
23891A1203,IT301PC,2024-05-10,present
23891A1203,IT301PC,2024-05-13,present
23891A1203,IT301PC,2024-05-14,present
23891A1203,IT301PC,2024-05-15,present
23891A1203,IT401PC,2024-05-01,present
23891A1203,IT401PC,2024-05-02,absent
23891A1203,IT401PC,2024-05-03,present
23891A1203,IT401PC,2024-05-06,present
23891A1203,IT401PC,2024-05-07,absent
23891A1203,IT401PC,2024-05-08,absent
23891A1203,IT401PC,2024-05-09,present
23891A1203,IT401PC,2024-05-10,present
23891A1203,IT401PC,2024-05-13,present
23891A1203,IT401PC,2024-05-14,absent
23891A1203,IT401PC,2024-05-15,present
23891A1204,IT101PC,2024-05-01,present
23891A1204,IT101PC,2024-05-02,present
23891A1204,IT101PC,2024-05-03,present
23891A1204,IT101PC,2024-05-06,present
23891A1204,IT101PC,2024-05-07,present
23891A1204,IT101PC,2024-05-08,present
23891A1204,IT101PC,2024-05-09,present
23891A1204,IT101PC,2024-05-10,present
23891A1204,IT101PC,2024-05-13,present
23891A1204,IT101PC,2024-05-14,present
23891A1204,IT101PC,2024-05-15,present
23891A1204,IT201PC,2024-05-01,present
23891A1204,IT201PC,2024-05-02,present
23891A1204,IT201PC,2024-05-03,present
23891A1204,IT201PC,2024-05-06,present
23891A1204,IT201PC,2024-05-07,present
23891A1204,IT201PC,2024-05-08,present
23891A1204,IT201PC,2024-05-09,present
23891A1204,IT201PC,2024-05-10,present
23891A1204,IT201PC,2024-05-13,present
23891A1204,IT201PC,2024-05-14,present
23891A1204,IT201PC,2024-05-15,present
23891A1204,IT301PC,2024-05-01,present
23891A1204,IT301PC,2024-05-02,present
23891A1204,IT301PC,2024-05-03,absent
23891A1204,IT301PC,2024-05-06,present
23891A1204,IT301PC,2024-05-07,present
23891A1204,IT301PC,2024-05-08,present
23891A1204,IT301PC,2024-05-09,present
23891A1204,IT301PC,2024-05-10,present
23891A1204,IT301PC,2024-05-13,present
23891A1204,IT301PC,2024-05-14,absent
23891A1204,IT301PC,2024-05-15,present
23891A1204,IT401PC,2024-05-01,present
23891A1204,IT401PC,2024-05-02,present
23891A1204,IT401PC,2024-05-03,present
23891A1204,IT401PC,2024-05-06,present
23891A1204,IT401PC,2024-05-07,present
23891A1204,IT401PC,2024-05-08,present
23891A1204,IT401PC,2024-05-09,present
23891A1204,IT401PC,2024-05-10,present
23891A1204,IT401PC,2024-05-13,present
23891A1204,IT401PC,2024-05-14,present
23891A1204,IT401PC,2024-05-15,present
23891A1205,IT101PC,2024-05-01,present
23891A1205,IT101PC,2024-05-02,present
23891A1205,IT101PC,2024-05-03,present
23891A1205,IT101PC,2024-05-06,present
23891A1205,IT101PC,2024-05-07,present
23891A1205,IT101PC,2024-05-08,present
23891A1205,IT101PC,2024-05-09,present
23891A1205,IT101PC,2024-05-10,present
23891A1205,IT101PC,2024-05-13,present
23891A1205,IT101PC,2024-05-14,present
23891A1205,IT101PC,2024-05-15,present
23891A1205,IT201PC,2024-05-01,present
23891A1205,IT201PC,2024-05-02,present
23891A1205,IT201PC,2024-05-03,present
23891A1205,IT201PC,2024-05-06,present
23891A1205,IT201PC,2024-05-07,present
23891A1205,IT201PC,2024-05-08,present
23891A1205,IT201PC,2024-05-09,present
23891A1205,IT201PC,2024-05-10,present
23891A1205,IT201PC,2024-05-13,absent
23891A1205,IT201PC,2024-05-14,present
23891A1205,IT201PC,2024-05-15,present
23891A1205,IT301PC,2024-05-01,present
23891A1205,IT301PC,2024-05-02,present
23891A1205,IT301PC,2024-05-03,present
23891A1205,IT301PC,2024-05-06,present
23891A1205,IT301PC,2024-05-07,present
23891A1205,IT301PC,2024-05-08,present
23891A1205,IT301PC,2024-05-09,present
23891A1205,IT301PC,2024-05-10,present
23891A1205,IT301PC,2024-05-13,present
23891A1205,IT301PC,2024-05-14,present
23891A1205,IT301PC,2024-05-15,absent
23891A1205,IT401PC,2024-05-01,present
23891A1205,IT401PC,2024-05-02,present
23891A1205,IT401PC,2024-05-03,present
23891A1205,IT401PC,2024-05-06,present
23891A1205,IT401PC,2024-05-07,present
23891A1205,IT401PC,2024-05-08,present
23891A1205,IT401PC,2024-05-09,present
23891A1205,IT401PC,2024-05-10,present
23891A1205,IT401PC,2024-05-13,present
23891A1205,IT401PC,2024-05-14,present
23891A1205,IT401PC,2024-05-15,present
23891A0401,ECE101PC,2024-05-01,present
23891A0401,ECE101PC,2024-05-02,absent
23891A0401,ECE101PC,2024-05-03,present
23891A0401,ECE101PC,2024-05-06,absent
23891A0401,ECE101PC,2024-05-07,absent
23891A0401,ECE101PC,2024-05-08,present
23891A0401,ECE101PC,2024-05-09,present
23891A0401,ECE101PC,2024-05-10,absent
23891A0401,ECE101PC,2024-05-13,present
23891A0401,ECE101PC,2024-05-14,absent
23891A0401,ECE101PC,2024-05-15,absent
23891A0401,ECE201PC,2024-05-01,present
23891A0401,ECE201PC,2024-05-02,present
23891A0401,ECE201PC,2024-05-03,absent
23891A0401,ECE201PC,2024-05-06,present
23891A0401,ECE201PC,2024-05-07,absent
23891A0401,ECE201PC,2024-05-08,present
23891A0401,ECE201PC,2024-05-09,present
23891A0401,ECE201PC,2024-05-10,present
23891A0401,ECE201PC,2024-05-13,present
23891A0401,ECE201PC,2024-05-14,present
23891A0401,ECE201PC,2024-05-15,absent
23891A0401,ECE301PC,2024-05-01,present
23891A0401,ECE301PC,2024-05-02,present
23891A0401,ECE301PC,2024-05-03,present
23891A0401,ECE301PC,2024-05-06,present
23891A0401,ECE301PC,2024-05-07,absent
23891A0401,ECE301PC,2024-05-08,absent
23891A0401,ECE301PC,2024-05-09,present
23891A0401,ECE301PC,2024-05-10,present
23891A0401,ECE301PC,2024-05-13,present
23891A0401,ECE301PC,2024-05-14,absent
23891A0401,ECE301PC,2024-05-15,present
23891A0401,ECE401PC,2024-05-01,present
23891A0401,ECE401PC,2024-05-02,present
23891A0401,ECE401PC,2024-05-03,absent
23891A0401,ECE401PC,2024-05-06,absent
23891A0401,ECE401PC,2024-05-07,present
23891A0401,ECE401PC,2024-05-08,present
23891A0401,ECE401PC,2024-05-09,absent
23891A0401,ECE401PC,2024-05-10,absent
23891A0401,ECE401PC,2024-05-13,present
23891A0401,ECE401PC,2024-05-14,absent
23891A0401,ECE401PC,2024-05-15,absent
23891A0402,ECE101PC,2024-05-01,present
23891A0402,ECE101PC,2024-05-02,present
23891A0402,ECE101PC,2024-05-03,present
23891A0402,ECE101PC,2024-05-06,present
23891A0402,ECE101PC,2024-05-07,present
23891A0402,ECE101PC,2024-05-08,present
23891A0402,ECE101PC,2024-05-09,present
23891A0402,ECE101PC,2024-05-10,absent
23891A0402,ECE101PC,2024-05-13,absent
23891A0402,ECE101PC,2024-05-14,absent
23891A0402,ECE101PC,2024-05-15,present
23891A0402,ECE201PC,2024-05-01,present
23891A0402,ECE201PC,2024-05-02,present
23891A0402,ECE201PC,2024-05-03,present
23891A0402,ECE201PC,2024-05-06,present
23891A0402,ECE201PC,2024-05-07,present
23891A0402,ECE201PC,2024-05-08,present
23891A0402,ECE201PC,2024-05-09,present
23891A0402,ECE201PC,2024-05-10,present
23891A0402,ECE201PC,2024-05-13,present
23891A0402,ECE201PC,2024-05-14,present
23891A0402,ECE201PC,2024-05-15,present
23891A0402,ECE301PC,2024-05-01,present
23891A0402,ECE301PC,2024-05-02,absent
23891A0402,ECE301PC,2024-05-03,absent
23891A0402,ECE301PC,2024-05-06,present
23891A0402,ECE301PC,2024-05-07,absent
23891A0402,ECE301PC,2024-05-08,absent
23891A0402,ECE301PC,2024-05-09,absent
23891A0402,ECE301PC,2024-05-10,present
23891A0402,ECE301PC,2024-05-13,absent
23891A0402,ECE301PC,2024-05-14,absent
23891A0402,ECE301PC,2024-05-15,present
23891A0402,ECE401PC,2024-05-01,absent
23891A0402,ECE401PC,2024-05-02,present
23891A0402,ECE401PC,2024-05-03,absent
23891A0402,ECE401PC,2024-05-06,absent
23891A0402,ECE401PC,2024-05-07,present
23891A0402,ECE401PC,2024-05-08,present
23891A0402,ECE401PC,2024-05-09,absent
23891A0402,ECE401PC,2024-05-10,present
23891A0402,ECE401PC,2024-05-13,present
23891A0402,ECE401PC,2024-05-14,present
23891A0402,ECE401PC,2024-05-15,present
23891A0403,ECE101PC,2024-05-01,present
23891A0403,ECE101PC,2024-05-02,present
23891A0403,ECE101PC,2024-05-03,present
23891A0403,ECE101PC,2024-05-06,present
23891A0403,ECE101PC,2024-05-07,present
23891A0403,ECE101PC,2024-05-08,absent
23891A0403,ECE101PC,2024-05-09,present
23891A0403,ECE101PC,2024-05-10,present
23891A0403,ECE101PC,2024-05-13,present
23891A0403,ECE101PC,2024-05-14,present
23891A0403,ECE101PC,2024-05-15,absent
23891A0403,ECE201PC,2024-05-01,present
23891A0403,ECE201PC,2024-05-02,present
23891A0403,ECE201PC,2024-05-03,present
23891A0403,ECE201PC,2024-05-06,present
23891A0403,ECE201PC,2024-05-07,present
23891A0403,ECE201PC,2024-05-08,present
23891A0403,ECE201PC,2024-05-09,present
23891A0403,ECE201PC,2024-05-10,present
23891A0403,ECE201PC,2024-05-13,present
23891A0403,ECE201PC,2024-05-14,present
23891A0403,ECE201PC,2024-05-15,present
23891A0403,ECE301PC,2024-05-01,present
23891A0403,ECE301PC,2024-05-02,absent
23891A0403,ECE301PC,2024-05-03,present
23891A0403,ECE301PC,2024-05-06,present
23891A0403,ECE301PC,2024-05-07,present
23891A0403,ECE301PC,2024-05-08,present
23891A0403,ECE301PC,2024-05-09,present
23891A0403,ECE301PC,2024-05-10,present
23891A0403,ECE301PC,2024-05-13,present
23891A0403,ECE301PC,2024-05-14,present
23891A0403,ECE301PC,2024-05-15,present
23891A0403,ECE401PC,2024-05-01,present
23891A0403,ECE401PC,2024-05-02,present
23891A0403,ECE401PC,2024-05-03,present
23891A0403,ECE401PC,2024-05-06,absent
23891A0403,ECE401PC,2024-05-07,present
23891A0403,ECE401PC,2024-05-08,present
23891A0403,ECE401PC,2024-05-09,present
23891A0403,ECE401PC,2024-05-10,present
23891A0403,ECE401PC,2024-05-13,absent
23891A0403,ECE401PC,2024-05-14,present
23891A0403,ECE401PC,2024-05-15,present
23891A0404,ECE101PC,2024-05-01,present
23891A0404,ECE101PC,2024-05-02,present
23891A0404,ECE101PC,2024-05-03,present
23891A0404,ECE101PC,2024-05-06,present
23891A0404,ECE101PC,2024-05-07,present
23891A0404,ECE101PC,2024-05-08,present
23891A0404,ECE101PC,2024-05-09,present
23891A0404,ECE101PC,2024-05-10,present
23891A0404,ECE101PC,2024-05-13,present
23891A0404,ECE101PC,2024-05-14,present
23891A0404,ECE101PC,2024-05-15,present
23891A0404,ECE201PC,2024-05-01,present
23891A0404,ECE201PC,2024-05-02,present
23891A0404,ECE201PC,2024-05-03,present
23891A0404,ECE201PC,2024-05-06,absent
23891A0404,ECE201PC,2024-05-07,present
23891A0404,ECE201PC,2024-05-08,present
23891A0404,ECE201PC,2024-05-09,present
23891A0404,ECE201PC,2024-05-10,present
23891A0404,ECE201PC,2024-05-13,present
23891A0404,ECE201PC,2024-05-14,absent
23891A0404,ECE201PC,2024-05-15,present
23891A0404,ECE301PC,2024-05-01,present
23891A0404,ECE301PC,2024-05-02,present
23891A0404,ECE301PC,2024-05-03,present
23891A0404,ECE301PC,2024-05-06,present
23891A0404,ECE301PC,2024-05-07,present
23891A0404,ECE301PC,2024-05-08,present
23891A0404,ECE301PC,2024-05-09,present
23891A0404,ECE301PC,2024-05-10,present
23891A0404,ECE301PC,2024-05-13,present
23891A0404,ECE301PC,2024-05-14,present
23891A0404,ECE301PC,2024-05-15,present
23891A0404,ECE401PC,2024-05-01,present
23891A0404,ECE401PC,2024-05-02,present
23891A0404,ECE401PC,2024-05-03,present
23891A0404,ECE401PC,2024-05-06,present
23891A0404,ECE401PC,2024-05-07,present
23891A0404,ECE401PC,2024-05-08,present
23891A0404,ECE401PC,2024-05-09,present
23891A0404,ECE401PC,2024-05-10,absent
23891A0404,ECE401PC,2024-05-13,present
23891A0404,ECE401PC,2024-05-14,present
23891A0404,ECE401PC,2024-05-15,present
23891A0405,ECE101PC,2024-05-01,present
23891A0405,ECE101PC,2024-05-02,absent
23891A0405,ECE101PC,2024-05-03,present
23891A0405,ECE101PC,2024-05-06,present
23891A0405,ECE101PC,2024-05-07,present
23891A0405,ECE101PC,2024-05-08,present
23891A0405,ECE101PC,2024-05-09,absent
23891A0405,ECE101PC,2024-05-10,present
23891A0405,ECE101PC,2024-05-13,present
23891A0405,ECE101PC,2024-05-14,present
23891A0405,ECE101PC,2024-05-15,present
23891A0405,ECE201PC,2024-05-01,present
23891A0405,ECE201PC,2024-05-02,present
23891A0405,ECE201PC,2024-05-03,present
23891A0405,ECE201PC,2024-05-06,present
23891A0405,ECE201PC,2024-05-07,present
23891A0405,ECE201PC,2024-05-08,present
23891A0405,ECE201PC,2024-05-09,present
23891A0405,ECE201PC,2024-05-10,present
23891A0405,ECE201PC,2024-05-13,present
23891A0405,ECE201PC,2024-05-14,present
23891A0405,ECE201PC,2024-05-15,present
23891A0405,ECE301PC,2024-05-01,present
