studentId,subjectCode,score,maxScore,examType
23891A0404,ECE301PC,88,100,mid
23891A0404,ECE301PC,98,100,semester
23891A0404,ECE401PC,86,100,internal
23891A0404,ECE401PC,97,100,mid
23891A0404,ECE401PC,89,100,semester
23891A0405,ECE101PC,75,100,internal
23891A0405,ECE101PC,55,100,mid
23891A0405,ECE101PC,78,100,semester
23891A0405,ECE201PC,61,100,internal
23891A0405,ECE201PC,69,100,mid
23891A0405,ECE201PC,62,100,semester
23891A0405,ECE301PC,61,100,internal
23891A0405,ECE301PC,63,100,mid
23891A0405,ECE301PC,61,100,semester
23891A0405,ECE401PC,73,100,internal
23891A0405,ECE401PC,82,100,mid
23891A0405,ECE401PC,63,100,semester
23891A0201,EEE101PC,68,100,internal
23891A0201,EEE101PC,83,100,mid
23891A0201,EEE101PC,84,100,semester
23891A0201,EEE201PC,66,100,internal
23891A0201,EEE201PC,81,100,mid
23891A0201,EEE201PC,84,100,semester
23891A0201,EEE301PC,80,100,internal
23891A0201,EEE301PC,67,100,mid
23891A0201,EEE301PC,78,100,semester
23891A0201,EEE401PC,57,100,internal
23891A0201,EEE401PC,55,100,mid
23891A0201,EEE401PC,64,100,semester
23891A0202,EEE101PC,83,100,internal
23891A0202,EEE101PC,80,100,mid
23891A0202,EEE101PC,82,100,semester
23891A0202,EEE201PC,63,100,internal
23891A0202,EEE201PC,76,100,mid
23891A0202,EEE201PC,60,100,semester
23891A0202,EEE301PC,63,100,internal
23891A0202,EEE301PC,58,100,mid
23891A0202,EEE301PC,76,100,semester
23891A0202,EEE401PC,56,100,internal
23891A0202,EEE401PC,71,100,mid
23891A0202,EEE401PC,83,100,semester
23891A0203,EEE101PC,50,100,internal
23891A0203,EEE101PC,48,100,mid
23891A0203,EEE101PC,59,100,semester
23891A0203,EEE201PC,50,100,internal
23891A0203,EEE201PC,46,100,mid
23891A0203,EEE201PC,42,100,semester
23891A0203,EEE301PC,59,100,internal
23891A0203,EEE301PC,53,100,mid
23891A0203,EEE301PC,43,100,semester
23891A0203,EEE401PC,64,100,internal
23891A0203,EEE401PC,37,100,mid
23891A0203,EEE401PC,50,100,semester
23891A0204,EEE101PC,33,100,internal
23891A0204,EEE101PC,38,100,mid
23891A0204,EEE101PC,43,100,semester
23891A0204,EEE201PC,65,100,internal
23891A0204,EEE201PC,64,100,mid
23891A0204,EEE201PC,43,100,semester
23891A0204,EEE301PC,39,100,internal
23891A0204,EEE301PC,44,100,mid
23891A0204,EEE301PC,59,100,semester
23891A0204,EEE401PC,37,100,internal
23891A0204,EEE401PC,52,100,mid
23891A0204,EEE401PC,38,100,semester
23891A0205,EEE101PC,30,100,internal
23891A0205,EEE101PC,35,100,mid
23891A0205,EEE101PC,32,100,semester
23891A0205,EEE201PC,50,100,internal
23891A0205,EEE201PC,42,100,mid
23891A0205,EEE201PC,60,100,semester
23891A0205,EEE301PC,50,100,internal
23891A0205,EEE301PC,42,100,mid
23891A0205,EEE301PC,34,100,semester
23891A0205,EEE401PC,37,100,internal
23891A0205,EEE401PC,59,100,mid
23891A0205,EEE401PC,34,100,semester
23891A0101,CIVIL101PC,55,100,internal
23891A0101,CIVIL101PC,62,100,mid
23891A0101,CIVIL101PC,52,100,semester
23891A0101,CIVIL201PC,55,100,internal
23891A0101,CIVIL201PC,64,100,mid
23891A0101,CIVIL201PC,60,100,semester
23891A0101,CIVIL301PC,53,100,internal
23891A0101,CIVIL301PC,40,100,mid
23891A0101,CIVIL301PC,65,100,semester
23891A0101,CIVIL401PC,65,100,internal
23891A0101,CIVIL401PC,51,100,mid
23891A0101,CIVIL401PC,65,100,semester
23891A0102,CIVIL101PC,30,100,internal
23891A0102,CIVIL101PC,62,100,mid
23891A0102,CIVIL101PC,45,100,semester
23891A0102,CIVIL201PC,33,100,internal
23891A0102,CIVIL201PC,60,100,mid
23891A0102,CIVIL201PC,61,100,semester
23891A0102,CIVIL301PC,37,100,internal
23891A0102,CIVIL301PC,46,100,mid
23891A0102,CIVIL301PC,32,100,semester
23891A0102,CIVIL401PC,56,100,internal
23891A0102,CIVIL401PC,44,100,mid
23891A0102,CIVIL401PC,57,100,semester
23891A0103,CIVIL101PC,73,100,internal
23891A0103,CIVIL101PC,83,100,mid
23891A0103,CIVIL101PC,75,100,semester
23891A0103,CIVIL201PC,61,100,internal
23891A0103,CIVIL201PC,73,100,mid
23891A0103,CIVIL201PC,78,100,semester
23891A0103,CIVIL301PC,55,100,internal
23891A0103,CIVIL301PC,76,100,mid
23891A0103,CIVIL301PC,84,100,semester
23891A0103,CIVIL401PC,68,100,internal
23891A0103,CIVIL401PC,75,100,mid
23891A0103,CIVIL401PC,60,100,semester
23891A0104,CIVIL101PC,59,100,internal
23891A0104,CIVIL101PC,36,100,mid
23891A0104,CIVIL101PC,60,100,semester
23891A0104,CIVIL201PC,53,100,internal
23891A0104,CIVIL201PC,32,100,mid
23891A0104,CIVIL201PC,30,100,semester
23891A0104,CIVIL301PC,63,100,internal
23891A0104,CIVIL301PC,45,100,mid
23891A0104,CIVIL301PC,30,100,semester
23891A0104,CIVIL401PC,31,100,internal
23891A0104,CIVIL401PC,44,100,mid
23891A0104,CIVIL401PC,42,100,semester
23891A0105,CIVIL101PC,63,100,internal
23891A0105,CIVIL101PC,36,100,mid
23891A0105,CIVIL101PC,45,100,semester
23891A0105,CIVIL201PC,33,100,internal
23891A0105,CIVIL201PC,40,100,mid
23891A0105,CIVIL201PC,56,100,semester
23891A0105,CIVIL301PC,56,100,internal
23891A0105,CIVIL301PC,60,100,mid
23891A0105,CIVIL301PC,40,100,semester
23891A0105,CIVIL401PC,54,100,internal
23891A0105,CIVIL401PC,43,100,mid
23891A0105,CIVIL401PC,62,100,semester
23891A3301,AIDS101PC,64,100,internal
23891A3301,AIDS101PC,43,100,mid
23891A3301,AIDS101PC,63,100,semester
23891A3301,AIDS201PC,53,100,internal
23891A3301,AIDS201PC,62,100,mid
23891A3301,AIDS201PC,54,100,semester
23891A3301,AIDS301PC,63,100,internal
23891A3301,AIDS301PC,46,100,mid
23891A3301,AIDS301PC,43,100,semester
23891A3301,AIDS401PC,55,100,internal
23891A3301,AIDS401PC,35,100,mid
23891A3301,AIDS401PC,49,100,semester
23891A3302,AIDS101PC,91,100,internal
23891A3302,AIDS101PC,95,100,mid
23891A3302,AIDS101PC,93,100,semester
23891A3302,AIDS201PC,89,100,internal
23891A3302,AIDS201PC,98,100,mid
23891A3302,AIDS201PC,96,100,semester
23891A3302,AIDS301PC,93,100,internal
23891A3302,AIDS301PC,99,100,mid
23891A3302,AIDS301PC,98,100,semester
23891A3302,AIDS401PC,92,100,internal
23891A3302,AIDS401PC,88,100,mid
23891A3302,AIDS401PC,96,100,semester
23891A3303,AIDS101PC,89,100,internal
23891A3303,AIDS101PC,99,100,mid
23891A3303,AIDS101PC,96,100,semester
23891A3303,AIDS201PC,90,100,internal
23891A3303,AIDS201PC,90,100,mid
23891A3303,AIDS201PC,91,100,semester
23891A3303,AIDS301PC,88,100,internal
23891A3303,AIDS301PC,93,100,mid
23891A3303,AIDS301PC,97,100,semester
23891A3303,AIDS401PC,87,100,internal
23891A3303,AIDS401PC,93,100,mid
23891A3303,AIDS401PC,96,100,semester
23891A3304,AIDS101PC,91,100,internal
23891A3304,AIDS101PC,99,100,mid
23891A3304,AIDS101PC,89,100,semester
23891A3304,AIDS201PC,92,100,internal
23891A3304,AIDS201PC,97,100,mid
23891A3304,AIDS201PC,99,100,semester
23891A3304,AIDS301PC,89,100,internal
23891A3304,AIDS301PC,90,100,mid
23891A3304,AIDS301PC,97,100,semester
23891A3304,AIDS401PC,88,100,internal
23891A3304,AIDS401PC,94,100,mid
23891A3304,AIDS401PC,92,100,semester
23891A3305,AIDS101PC,59,100,internal
23891A3305,AIDS101PC,60,100,mid
23891A3305,AIDS101PC,60,100,semester
23891A3305,AIDS201PC,80,100,internal
23891A3305,AIDS201PC,72,100,mid
23891A3305,AIDS201PC,71,100,semester
23891A3305,AIDS301PC,58,100,internal
23891A3305,AIDS301PC,75,100,mid
23891A3305,AIDS301PC,81,100,semester
23891A3305,AIDS401PC,71,100,internal
23891A3305,AIDS401PC,78,100,mid
23891A3305,AIDS401PC,64,100,semester
23891A3501,AIML101PC,90,100,internal
23891A3501,AIML101PC,90,100,mid
23891A3501,AIML101PC,87,100,semester
23891A3501,AIML201PC,98,100,internal
23891A3501,AIML201PC,99,100,mid
23891A3501,AIML201PC,90,100,semester
23891A3501,AIML301PC,88,100,internal
23891A3501,AIML301PC,87,100,mid
23891A3501,AIML301PC,98,100,semester
23891A3501,AIML401PC,95,100,internal
23891A3501,AIML401PC,94,100,mid
23891A3501,AIML401PC,95,100,semester
23891A3502,AIML101PC,69,100,internal
23891A3502,AIML101PC,57,100,mid
23891A3502,AIML101PC,65,100,semester
23891A3502,AIML201PC,61,100,internal
23891A3502,AIML201PC,82,100,mid
23891A3502,AIML201PC,65,100,semester
23891A3502,AIML301PC,63,100,internal
23891A3502,AIML301PC,83,100,mid
23891A3502,AIML301PC,55,100,semester
23891A3502,AIML401PC,78,100,internal
23891A3502,AIML401PC,57,100,mid
23891A3502,AIML401PC,73,100,semester
23891A3503,AIML101PC,30,100,internal
23891A3503,AIML101PC,45,100,mid
23891A3503,AIML101PC,30,100,semester
23891A3503,AIML201PC,41,100,internal
23891A3503,AIML201PC,61,100,mid
23891A3503,AIML201PC,35,100,semester
23891A3503,AIML301PC,36,100,internal
23891A3503,AIML301PC,51,100,mid
23891A3503,AIML301PC,53,100,semester
23891A3503,AIML401PC,37,100,internal
23891A3503,AIML401PC,52,100,mid
23891A3503,AIML401PC,37,100,semester
23891A3504,AIML101PC,92,100,internal
23891A3504,AIML101PC,90,100,mid
23891A3504,AIML101PC,93,100,semester
23891A3504,AIML201PC,97,100,internal
23891A3504,AIML201PC,93,100,mid
23891A3504,AIML201PC,99,100,semester
23891A3504,AIML301PC,95,100,internal
23891A3504,AIML301PC,92,100,mid
23891A3504,AIML301PC,97,100,semester
23891A3504,AIML401PC,85,100,internal
23891A3504,AIML401PC,95,100,mid
23891A3504,AIML401PC,89,100,semester
23891A3505,AIML101PC,95,100,internal
23891A3505,AIML101PC,94,100,mid
23891A3505,AIML101PC,87,100,semester
23891A3505,AIML201PC,94,100,internal
23891A3505,AIML201PC,90,100,mid
23891A3505,AIML201PC,87,100,semester
23891A3505,AIML301PC,95,100,internal
23891A3505,AIML301PC,87,100,mid
23891A3505,AIML301PC,95,100,semester
23891A3505,AIML401PC,86,100,internal
23891A3505,AIML401PC,98,100,mid
23891A3505,AIML401PC,85,100,semester
23891A3701,CSBS101PC,96,100,internal
23891A3701,CSBS101PC,98,100,mid
23891A3701,CSBS101PC,85,100,semester
23891A3701,CSBS201PC,96,100,internal
23891A3701,CSBS201PC,96,100,mid
23891A3701,CSBS201PC,96,100,semester
23891A3701,CSBS301PC,98,100,internal
23891A3701,CSBS301PC,85,100,mid
23891A3701,CSBS301PC,95,100,semester
23891A3701,CSBS401PC,99,100,internal
23891A3701,CSBS401PC,94,100,mid
23891A3701,CSBS401PC,97,100,semester
23891A3702,CSBS101PC,87,100,internal
23891A3702,CSBS101PC,88,100,mid
23891A3702,CSBS101PC,96,100,semester
23891A3702,CSBS201PC,99,100,internal
23891A3702,CSBS201PC,95,100,mid
23891A3702,CSBS201PC,85,100,semester
23891A3702,CSBS301PC,91,100,internal
23891A3702,CSBS301PC,98,100,mid
23891A3702,CSBS301PC,87,100,semester
23891A3702,CSBS401PC,99,100,internal
23891A3702,CSBS401PC,98,100,mid
23891A3702,CSBS401PC,92,100,semester
23891A3703,CSBS101PC,46,100,internal
23891A3703,CSBS101PC,42,100,mid
23891A3703,CSBS101PC,63,100,semester
23891A3703,CSBS201PC,39,100,internal
23891A3703,CSBS201PC,62,100,mid
23891A3703,CSBS201PC,61,100,semester
23891A3703,CSBS301PC,64,100,internal
23891A3703,CSBS301PC,47,100,mid
23891A3703,CSBS301PC,64,100,semester
23891A3703,CSBS401PC,32,100,internal
23891A3703,CSBS401PC,56,100,mid
23891A3703,CSBS401PC,49,100,semester
23891A3704,CSBS101PC,85,100,internal
23891A3704,CSBS101PC,96,100,mid
23891A3704,CSBS101PC,98,100,semester
23891A3704,CSBS201PC,94,100,internal
23891A3704,CSBS201PC,96,100,mid
23891A3704,CSBS201PC,95,100,semester
23891A3704,CSBS301PC,86,100,internal
23891A3704,CSBS301PC,95,100,mid
23891A3704,CSBS301PC,98,100,semester
23891A3704,CSBS401PC,85,100,internal
23891A3704,CSBS401PC,96,100,mid
23891A3704,CSBS401PC,93,100,semester
23891A3705,CSBS101PC,32,100,internal
23891A3705,CSBS101PC,33,100,mid
23891A3705,CSBS101PC,63,100,semester
23891A3705,CSBS201PC,51,100,internal
23891A3705,CSBS201PC,63,100,mid
23891A3705,CSBS201PC,55,100,semester
23891A3705,CSBS301PC,59,100,internal
23891A3705,CSBS301PC,65,100,mid
23891A3705,CSBS301PC,39,100,semester
23891A3705,CSBS401PC,50,100,internal
23891A3705,CSBS401PC,44,100,mid
23891A3705,CSBS401PC,37,100,semester
23891A0301,MECH101PC,91,100,internal
23891A0301,MECH101PC,98,100,mid
23891A0301,MECH101PC,87,100,semester
23891A0301,MECH201PC,87,100,internal
23891A0301,MECH201PC,87,100,mid
23891A0301,MECH201PC,97,100,semester
23891A0301,MECH301PC,89,100,internal
23891A0301,MECH301PC,98,100,mid
23891A0301,MECH301PC,90,100,semester
23891A0301,MECH401PC,95,100,internal
23891A0301,MECH401PC,87,100,mid
23891A0301,MECH401PC,99,100,semester
23891A0302,MECH101PC,91,100,internal
23891A0302,MECH101PC,85,100,mid
23891A0302,MECH101PC,99,100,semester
23891A0302,MECH201PC,88,100,internal
23891A0302,MECH201PC,90,100,mid
23891A0302,MECH201PC,99,100,semester
23891A0302,MECH301PC,98,100,internal
23891A0302,MECH301PC,93,100,mid
23891A0302,MECH301PC,98,100,semester
23891A0302,MECH401PC,95,100,internal
23891A0302,MECH401PC,87,100,mid
23891A0302,MECH401PC,95,100,semester
23891A0303,MECH101PC,95,100,internal
23891A0303,MECH101PC,86,100,mid
23891A0303,MECH101PC,85,100,semester
23891A0303,MECH201PC,92,100,internal
23891A0303,MECH201PC,85,100,mid
23891A0303,MECH201PC,95,100,semester
23891A0303,MECH301PC,85,100,internal
23891A0303,MECH301PC,88,100,mid
23891A0303,MECH301PC,99,100,semester
23891A0303,MECH401PC,92,100,internal
23891A0303,MECH401PC,89,100,mid
23891A0303,MECH401PC,87,100,semester
23891A0304,MECH101PC,88,100,internal
23891A0304,MECH101PC,89,100,mid
23891A0304,MECH101PC,95,100,semester
23891A0304,MECH201PC,88,100,internal
23891A0304,MECH201PC,98,100,mid
23891A0304,MECH201PC,96,100,semester
23891A0304,MECH301PC,88,100,internal
23891A0304,MECH301PC,86,100,mid
23891A0304,MECH301PC,97,100,semester
23891A0304,MECH401PC,94,100,internal
23891A0304,MECH401PC,90,100,mid
23891A0304,MECH401PC,86,100,semester
23891A0305,MECH101PC,56,100,internal
23891A0305,MECH101PC,67,100,mid
23891A0305,MECH101PC,56,100,semester
23891A0305,MECH201PC,80,100,internal
23891A0305,MECH201PC,63,100,mid
23891A0305,MECH201PC,79,100,semester
23891A0305,MECH301PC,75,100,internal
23891A0305,MECH301PC,69,100,mid
23891A0305,MECH301PC,77,100,semester
23891A0305,MECH401PC,62,100,internal
23891A0305,MECH401PC,67,100,mid
23891A0305,MECH401PC,65,100,semester
23891A0801,CHEM101PC,84,100,internal
23891A0801,CHEM101PC,76,100,mid
23891A0801,CHEM101PC,66,100,semester
23891A0801,CHEM201PC,83,100,internal
23891A0801,CHEM201PC,66,100,mid
23891A0801,CHEM201PC,65,100,semester
23891A0801,CHEM301PC,73,100,internal
23891A0801,CHEM301PC,75,100,mid
23891A0801,CHEM301PC,71,100,semester
23891A0801,CHEM401PC,77,100,internal
23891A0801,CHEM401PC,80,100,mid
23891A0801,CHEM401PC,68,100,semester
23891A0802,CHEM101PC,76,100,internal
23891A0802,CHEM101PC,84,100,mid
23891A0802,CHEM101PC,83,100,semester
23891A0802,CHEM201PC,82,100,internal
23891A0802,CHEM201PC,81,100,mid
23891A0802,CHEM201PC,58,100,semester
23891A0802,CHEM301PC,70,100,internal
23891A0802,CHEM301PC,64,100,mid
23891A0802,CHEM301PC,73,100,semester
23891A0802,CHEM401PC,56,100,internal
23891A0802,CHEM401PC,65,100,mid
23891A0802,CHEM401PC,58,100,semester
23891A0803,CHEM101PC,90,100,internal
23891A0803,CHEM101PC,97,100,mid
23891A0803,CHEM101PC,87,100,semester
23891A0803,CHEM201PC,99,100,internal
23891A0803,CHEM201PC,85,100,mid
23891A0803,CHEM201PC,95,100,semester
23891A0803,CHEM301PC,85,100,internal
23891A0803,CHEM301PC,95,100,mid
23891A0803,CHEM301PC,94,100,semester
23891A0803,CHEM401PC,90,100,internal
23891A0803,CHEM401PC,85,100,mid
23891A0803,CHEM401PC,96,100,semester
23891A0804,CHEM101PC,73,100,internal
23891A0804,CHEM101PC,55,100,mid
23891A0804,CHEM101PC,70,100,semester
23891A0804,CHEM201PC,65,100,internal
23891A0804,CHEM201PC,74,100,mid
23891A0804,CHEM201PC,62,100,semester
23891A0804,CHEM301PC,80,100,internal
23891A0804,CHEM301PC,68,100,mid
23891A0804,CHEM301PC,68,100,semester
23891A0804,CHEM401PC,60,100,internal
23891A0804,CHEM401PC,77,100,mid
23891A0804,CHEM401PC,78,100,semester
23891A0805,CHEM101PC,65,100,internal
23891A0805,CHEM101PC,62,100,mid
23891A0805,CHEM101PC,63,100,semester
23891A0805,CHEM201PC,38,100,internal
23891A0805,CHEM201PC,47,100,mid
23891A0805,CHEM201PC,54,100,semester
23891A0805,CHEM301PC,63,100,internal
23891A0805,CHEM301PC,38,100,mid
23891A0805,CHEM301PC,33,100,semester
23891A0805,CHEM401PC,60,100,internal
23891A0805,CHEM401PC,45,100,mid
23891A0805,CHEM401PC,39,100,semester
23891A0901,BIOT101PC,58,100,internal
23891A0901,BIOT101PC,62,100,mid
23891A0901,BIOT101PC,84,100,semester
23891A0901,BIOT201PC,67,100,internal
23891A0901,BIOT201PC,81,100,mid
23891A0901,BIOT201PC,66,100,semester
23891A0901,BIOT301PC,70,100,internal
23891A0901,BIOT301PC,74,100,mid
23891A0901,BIOT301PC,72,100,semester
23891A0901,BIOT401PC,58,100,internal
23891A0901,BIOT401PC,72,100,mid
23891A0901,BIOT401PC,72,100,semester
23891A0902,BIOT101PC,35,100,internal
23891A0902,BIOT101PC,65,100,mid
23891A0902,BIOT101PC,37,100,semester
23891A0902,BIOT201PC,32,100,internal
23891A0902,BIOT201PC,52,100,mid
23891A0902,BIOT201PC,60,100,semester
23891A0902,BIOT301PC,55,100,internal
23891A0902,BIOT301PC,40,100,mid
23891A0902,BIOT301PC,36,100,semester
23891A0902,BIOT401PC,40,100,internal
23891A0902,BIOT401PC,50,100,mid
23891A0902,BIOT401PC,42,100,semester
23891A0903,BIOT101PC,77,100,internal
23891A0903,BIOT101PC,78,100,mid
23891A0903,BIOT101PC,66,100,semester
23891A0903,BIOT201PC,81,100,internal
23891A0903,BIOT201PC,55,100,mid
23891A0903,BIOT201PC,77,100,semester
23891A0903,BIOT301PC,71,100,internal
23891A0903,BIOT301PC,69,100,mid
23891A0903,BIOT301PC,59,100,semester
23891A0903,BIOT401PC,81,100,internal
23891A0903,BIOT401PC,65,100,mid
23891A0903,BIOT401PC,81,100,semester
23891A0904,BIOT101PC,93,100,internal
23891A0904,BIOT101PC,87,100,mid
23891A0904,BIOT101PC,99,100,semester
23891A0904,BIOT201PC,85,100,internal
23891A0904,BIOT201PC,99,100,mid
23891A0904,BIOT201PC,99,100,semester
23891A0904,BIOT301PC,94,100,internal
23891A0904,BIOT301PC,91,100,mid
23891A0904,BIOT301PC,92,100,semester
23891A0904,BIOT401PC,86,100,internal
23891A0904,BIOT401PC,95,100,mid
23891A0904,BIOT401PC,85,100,semester
23891A0905,BIOT101PC,83,100,internal
23891A0905,BIOT101PC,59,100,mid
23891A0905,BIOT101PC,56,100,semester
23891A0905,BIOT201PC,63,100,internal
23891A0905,BIOT201PC,57,100,mid
23891A0905,BIOT201PC,76,100,semester
23891A0905,BIOT301PC,76,100,internal
23891A0905,BIOT301PC,58,100,mid
23891A0905,BIOT301PC,71,100,semester
23891A0905,BIOT401PC,55,100,internal
23891A0905,BIOT401PC,78,100,mid
23891A0905,BIOT401PC,58,100,semester
